Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant,algorithme,random_forest_confidence,gradient_boosting_confidence
2023,21402,83,83107,Roquebrune-sur-Argens,2/8/23 10:22,5,0,5,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.269230769,0.2332017516815627,0.14478935016814082
2022,21697,2A,2A186,Olivese,10/23/22 11:43,1000,,1000,,,,,,,,,,,,,,,Malveillance,1,0.289156627,0.32321512406755515,0.27884340412605285
2024,20641,11,11122,Douzens,3/18/24 1:14,10,0,10,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.022222222,0.31028974351935473,0.1920302004611275
2023,21652,83,83127,Signes,7/6/23 18:04,50,0,50,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Accidentelle,0,0.405797101,0.2439033051116381,0.16538814853641645
2024,402,74,74192,Moye,1/29/24 18:16,200,200,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.252525253,0.2999158259838617,0.19589930753968451
2022,4825,77,77244,Larchant,8/28/22 13:40,1,1,,0,,,0,0,0,0,Mesurées,,,,,,,Involontaire (particulier),0,0.010638298,0.28614790259250156,0.16376674915054598
2022,19047,13,13118,Coudoux,7/18/22 18:44,10,10,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.209677419,0.31134744254949753,0.16743286321944453
2022,18811,13,13056,Martigues,6/20/22 14:03,5,5,,,,,,,,,,1,,,,,,Accidentelle,0,0.135135135,0.3024008276565364,0.2277505965374798
2024,21264,13,13045,Graveson,7/20/24 14:09,5000,5000,0,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.170212766,0.3099534372171761,0.28884692
2023,3696,11,11355,Saint-Martin-de-Villereglan,2/5/23 14:00,17,0,17,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.085714286,0.3135839305932165,0.18351262982944677
2022,10870,40,40295,Saugnacq-et-Muret,8/13/22 21:50,10000,10000,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.205882353,0.26855588322190477,0.17702536103361427
2022,18179,2A,2A362,Zonza,8/7/22 16:53,100,,100,,,,,,,,,1,,,,,,Naturelle,0,0.159090909,0.3262629866146574,0.24541962979056606
2023,21740,83,83008,Bagnols-en-Forêt,8/7/23 19:00,378,378,0,0,0,0,,,,,Estimées,5,Non,,,,Données partielles ou non valides,Malveillance,1,0.162790698,0.30569202249422206,0.21837156462060267
2022,7736,45,45298,Saint-Pryvé-Saint-Mesmin,8/12/22 15:42,20000,0,,20000,,,20000,0,0,0,Estimées,,,,,,,Accidentelle,0,0.184210526,0.2987138779415189,0.22570255694792477
2023,8580,13,13005,Aubagne,8/24/23 22:05,20,20,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.266666667,0.2970631362038712,0.17887863466470938
2022,7188,61,61092,Chandai,8/7/22 13:15,205000,0,,205000,,,205000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.983870968,0.5338248684341479,0.9349427363494681
2022,337,71,71368,Reclesne,5/11/22 13:45,200,200,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.056338028,0.2771649085694293,0.19589930753968451
2022,18870,13,13077,Port-de-Bouc,7/5/22 17:54,10,10,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.210526316,0.31134744254949753,0.16743286321944453
2022,10199,17,17309,Saint-Aigulin,4/10/22 13:53,1500,1500,,0,0,0,,,,,Mesurées,,Non,0,0,0,,Accidentelle,0,0.236363636,0.24161325120090385,0.2371186724015965
2022,14776,30,30198,Les Plantiers,5/7/22 19:16,3050,3050,,,,,,,,,,3,,,,,,Accidentelle,0,0.089552239,0.31755447431755224,0.2455564482412517
2022,12013,33,33248,Listrac-Médoc,5/19/22 4:59,3000,3000,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.043478261,0.28089074914547907,0.22525580548593513
2024,28278,2A,2A254,Quenza,8/19/24 17:05,112000,2000,110000,0,0,0,,,,,Mesurées,,Non,,,,,Naturelle,0,0.352380952,0.31079848839922236,0.30992375228871355
2022,19701,13,13056,Martigues,9/19/22 7:47,10,10,,,,,,,,,,1,,,,,,Malveillance,1,0.019230769,0.3080321284189852,0.2277505965374798
2022,6059,56,56176,Pluneret,7/16/22 8:51,10,0,,10,,,10,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.075757576,0.289475155,0.16269361605850816
2022,19719,13,13087,Rousset,10/18/22 16:29,5000,5000,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.344827586,0.3171021270074186,0.2455564482412517
2023,11904,2B,2B190,Olmi-Cappella,11/21/23 11:59,28000,0,28000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.58974359,0.37164947695176265,0.778120879
2024,27201,2A,2A254,Quenza,9/5/24 9:56,10,0,10,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.375,0.3041629130594052,0.17798626236455534
2024,22225,6,6144,La Tour,8/27/24 18:31,200,200,0,0,0,0,,,,,Estimées,4,Non,,,,,Naturelle,0,0.234234234,0.304594121,0.24518354128000344
2023,20112,30,30075,Caveirac,2/11/23 0:21,39,39,0,0,0,0,,,,,Mesurées,2,,,,,,Accidentelle,0,0.2,0.30987480059296607,0.2339257911655679
2024,29225,25,25489,Reugney,11/9/24 15:12,25000,25000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.310810811,0.29930945009332904,0.23425802718726743
2024,25154,50,50002,Agneaux,8/30/24 16:05,1200,1200,,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.231884058,0.3060485851694694,0.27433799611627036
2023,2664,26,26104,Cornillac,1/28/23 14:05,5000,5000,0,0,0,0,,,,,Estimées,5,Non,,,,,Involontaire (particulier),0,0.186440678,0.3071210509925208,0.217407522
2022,17567,2B,2B252,Pruno,7/29/22 18:18,5,,,,,,,,,,,,,,,,,Malveillance,1,0.044444444,0.3559978980995141,0.2223130447630613
2024,26844,33,33203,Hourtin,9/21/24 17:01,2,2,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.177777778,0.2402510501642164,0.16305543371631157
2024,19336,13,13063,Miramas,4/12/24 10:55,20,20,0,0,0,0,,,,,Estimées,1,Non,,,,,Accidentelle,0,0,0.31652255102713783,0.219235486
2023,4754,13,13001,Aix-en-Provence,5/4/23 2:45,40,40,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.1875,0.29353340400043676,0.18624109314463974
2023,21549,83,83124,Seillans,4/24/23 17:01,1,1,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (travaux),0,0,0.24250546571014042,0.14478935016814082
2022,19645,66,66176,Saint-Hippolyte,8/19/22 14:24,20000,,,,,,,,,20000,,6,,,,,,Malveillance,1,0.75,0.3399965887509028,0.4788234333175916
2022,18557,34,34279,Saint-Nazaire-de-Ladarez,8/6/22 22:40,1244,0,1244,,,,,,,,,1,,,,,,Malveillance,1,1,0.3919963922409201,0.46716847005588513
2024,20120,13,13077,Port-de-Bouc,4/21/24 21:43,500,500,0,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.176470588,0.3099534372171761,0.28884692
2023,3009,56,56201,Le Saint,6/7/23 14:55,3000,3000,,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.216666667,0.30481803654594414,0.19589930753968451
2022,17841,2B,2B354,Vivario,8/7/22 15:56,20,,,,,,,,,,,,,,,,,Naturelle,0,0.188679245,0.3559978980995141,0.24195654091215438
2023,1323,13,13109,Le Tholonet,4/2/23 17:25,400,400,,,,,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.163934426,0.3028094808321103,0.19589930753968451
2023,13996,66,66123,Nyer,2/20/23 15:14,10000,10000,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.19047619,0.3091249491854388,0.3964865601670551
2023,1023,2B,2B039,Bisinchi,3/10/23 10:49,1000,0,1000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.152173913,0.4434189800179963,0.7683278364582558
2024,21260,13,13113,Venelles,7/18/24 15:31,50,50,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.025,0.29646974769548357,0.19485508041738517
2023,13937,66,66111,Montalba-le-Château,2/2/23 16:13,19303,13400,5900,0,0,3,,,,,Mesurées,,Non,,,,,Malveillance,1,0.472727273,0.32639669336522503,0.5019644272176177
2022,10794,23,23069,Crocq,3/25/22 13:06,500,500,,0,,0,,,,,Estimées,,Non,0,0,0,,Involontaire (travaux),0,0.279069767,0.24943868180534892,0.2009703967090926
2022,5246,74,74118,Étrembières,6/19/22 10:37,100,100,,0,,,0,0,0,0,Estimées,,,,,,,Accidentelle,0,0.08045977,0.2824368086726119,0.19559483819465534
2023,14260,66,66008,Argelès-sur-Mer,5/8/23 15:52,40000,40000,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.294117647,0.3291358309041297,0.5019644272176177
2022,15999,11,11393,Tourouzelle,4/17/22 12:29,100,,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.054545455,0.30899213527522185,0.20589599161629032
2022,8289,38,38325,Proveysieux,8/7/22 10:20,200,200,,0,,,0,0,0,0,Estimées,,,,,,,Naturelle,0,0.105263158,0.29277237130603995,0.22570255694792477
2024,26555,17,17077,Cercoux,9/2/24 17:16,10000,10000,,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.234375,0.3139565385466135,0.30707228602012054
2022,13823,6,6050,Coursegoules,1/22/22 17:55,1500,,1500,,,,,,,,,1,,,,,,Malveillance,1,0.585714286,0.3830715214674082,0.6697602542400385
2023,17263,40,40142,Laluque,6/20/23 11:45,3,3,,0,0,0,,,,,Mesurées,,Non,0,0,0,,Accidentelle,0,0.214285714,0.2270153741843205,0.12806046240108893
2022,21717,2A,2A215,Pianottoli-Caldarello,11/4/22 13:09,4,,4,,,,,,,,,,,,,,,Involontaire (travaux),0,0.043478261,0.3167043638387969,0.1845097535160499
2024,20431,6,6105,Roquefort-les-Pins,7/17/24 20:50,10,0,10,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.052631579,0.30251450225435284,0.16375286717916002
2022,10560,47,47203,Penne-d'Agenais,12/7/22 17:40,2,2,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.295081967,0.21554124062792693,0.12948524494265753
2022,18401,34,34119,Hérépian,8/2/22 14:12,26,26,,,,,,,,,,2,,,,,,Malveillance,1,0.063157895,0.3393701850236494,0.3267397892667215
2024,19067,66,66179,Saint-Laurent-de-Cerdans,3/13/24 11:32,75000,75000,0,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.157894737,0.33087538923054266,0.534123321
2023,10388,34,34092,Cruzy,10/3/23 9:32,300,0,300,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.525,0.345583135,0.41483354838433545
2022,17528,2A,2A114,Figari,7/30/22 12:55,93,,93,,,,,,,,,1,,,,,,Malveillance,1,0.47761194,0.3262629866146574,0.24541962979056606
2022,248,15,15187,Saint-Flour,3/27/22 15:43,6000,0,,6000,,,6000,0,0,0,Estimées,,,,,,,Involontaire (particulier),0,0.047619048,0.28868193110863066,0.19589930753968451
2022,17709,34,34064,Le Caylar,8/2/22 11:17,12486,,12486,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.302325581,0.3510105402450436,0.46716847005588513
2022,15842,2B,2B123,Ghisonaccia,6/21/22 11:06,235900,,35900,,,,,,,200000,,1,,,,,,Involontaire (travaux),0,0.509433962,0.38853138769422485,0.8219369220065635
2022,7301,61,61085,Le Champ-de-la-Pierre,7/11/22 18:20,5000,0,,5000,,,5000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.944954128,0.5798953711542795,0.9349427363494681
2024,19035,48,48194,Vialas,2/3/24 16:20,150000,0,150000,0,0,0,,,,,Estimées,1,,,,,Données partielles ou non valides,Involontaire (travaux),0,0.037735849,0.3388008924775584,0.097639819
2023,11271,74,74031,Beaumont,8/21/23 7:20,100,100,,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.127659574,0.2958478734237058,0.1875122344349059
2024,21261,13,13005,Aubagne,7/18/24 16:32,200,200,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.4,0.3077313769672622,0.28884692
2022,11529,33,33498,Salles,5/31/22 6:35,25000,25000,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.294117647,0.2823885497319893,0.22525580548593513
2022,17383,2B,2B007,Albertacce,7/21/22 18:13,40000,,,,,,,,,,,,,,,,,Malveillance,1,0.843137255,0.3625086583282724,0.7953169691235784
2023,14528,66,66008,Argelès-sur-Mer,8/7/23 7:15,337,337,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.466666667,0.3291358309041297,0.4770281756674553
2023,21477,83,83091,Pierrefeu-du-Var,3/29/23 15:21,500,500,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.051282051,0.23904529590112522,0.2025415492891806
2024,23271,38,38410,Saint-Lattier,4/8/24 14:17,200,200,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.101694915,0.29574810412912944,0.23425802718726743
2022,17013,2A,2A006,Alata,7/17/22 21:39,1000,,1000,,,,,,,,,1,,,,,,Accidentelle,0,0.472222222,0.3301851957220312,0.27884340412605285
2024,23132,34,34334,Vieussan,9/14/24 14:26,78,0,78,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.204545455,0.3433957760723497,0.4489790914766125
2022,14950,30,30229,Saint-André-de-Majencoules,5/26/22 15:40,34420,34420,,,,,,,,,,3,,,,,,Malveillance,1,0.482142857,0.31755447431755224,0.2455564482412517
2022,11671,33,33297,Moulis-en-Médoc,7/7/22 13:19,500,500,,0,,,0,,,0,Estimées,,Non,,,,,Accidentelle,0,0.171428571,0.27834976553892166,0.22525580548593513
2023,252,56,56120,Locqueltas,1/28/23 16:05,800,800,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.307692308,0.30481803654594414,0.19589930753968451
2022,231,15,15014,Aurillac,3/25/22 21:06,40,0,,40,,,40,0,0,0,Mesurées,,,,,,,Involontaire (particulier),0,0.173913043,0.3001737158864492,0.17651889058628448
2024,28269,2A,2A247,Porto-Vecchio,8/16/24 18:31,80,0,80,0,0,0,,,,,Mesurées,,Non,,,,,Naturelle,0,0.204081633,0.31440607949063887,0.24229035725716214
2022,11403,33,33514,Soulac-sur-Mer,8/11/22 6:21,3000,3000,,0,,,0,,,0,Estimées,,Non,,,,,Involontaire (particulier),0,0.017857143,0.30135672423219717,0.2076892230772057
2024,22108,6,6003,Andon,8/15/24 15:44,200,200,0,0,0,0,,,,,Estimées,4,Non,,,,,Naturelle,0,0.160377358,0.304594121,0.22706079406440566
2023,10343,2B,2B116,Focicchia,10/10/23 13:53,7000,0,7000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.585365854,0.38050238750634124,0.778120879
2023,9051,6,6074,Lantosque,9/14/23 16:14,1000,1000,0,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.096774194,0.3036443206145675,0.2363522138126976
2022,15291,13,13051,Lançon-Provence,6/9/22 12:16,5000,5000,,,,,,,,,,1,,,,,,Malveillance,1,0.219512195,0.3110156932985488,0.2455564482412517
2022,17848,7,7145,Lussas,7/27/22 9:43,11200800,4059400,6879500,,,,,,,261900,,1,,,,,,Malveillance,1,0.694736842,0.3197415431641079,0.27884340412605285
2023,19908,33,33012,Arsac,6/19/23 14:24,5000,500,,4500,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.047619048,0.23540563808086987,0.20906022213983833
2023,21637,83,83134,Taradeau,6/29/23 7:33,13,13,0,0,0,0,,,,,Estimées,4,Non,,,,Données partielles ou non valides,Accidentelle,0,0.258823529,0.3026050133594983,0.16432944128939936
2024,24977,11,11411,Villanière,11/4/24 20:53,100,0,100,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.285714286,0.3173893114849487,0.2741909694359829
2023,5168,34,34332,Vias,7/6/23 0:48,1557,0,1557,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.483333333,0.3531045633094974,0.47411192153800674
2022,15972,11,11337,Saint-Couat-d'Aude,3/3/22 15:06,28400,,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.2,0.3136704201534329,0.2455564482412517
2024,22772,13,13106,Septèmes-les-Vallons,8/29/24 15:29,230,230,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.179487179,0.3099534372171761,0.30992375228871355
2023,4715,13,13044,Grans,4/18/23 17:15,200,200,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.222222222,0.30495983627598633,0.217407522
2022,6507,56,56030,Camoël,7/20/22 20:52,2,0,,2,,,2,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.076923077,0.29083879166032633,0.16269361605850816
2023,4720,13,13026,Châteauneuf-les-Martigues,4/22/23 12:17,10,10,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.19047619,0.302755074,0.16355405545399945
2022,20031,2B,2B183,Ogliastro,10/24/22 7:58,1571400,668700,882800,,,,,,,19900,,1,,,,,,Malveillance,1,0.76056338,0.37222364982378053,0.808170545
2023,13486,34,34336,Villeneuve-lès-Béziers,7/3/23 15:46,153997,0,153997,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.678571429,0.3555447370838997,0.4794365443048461
2023,5017,13,13085,Roquefort-la-Bédoule,7/13/23 16:06,500,500,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.523809524,0.3153056505014294,0.28448223865295047
2022,7259,61,61332,Pointel,7/19/22 9:21,5000,0,,5000,,,5000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.980582524,0.5798953711542795,0.9349427363494681
2022,3742,35,35119,Gennes-sur-Seiche,7/17/22 13:44,100,0,,100,,,100,0,0,0,Estimées,,,,,,,Involontaire (particulier),0,0.051020408,0.28784668785620204,0.17915062616981112
2023,21363,83,83003,Ampus,1/21/23 13:31,18000,0,18000,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.315315315,0.25174714266836856,0.2025415492891806
2022,13765,2B,2B302,San-Giovanni-di-Moriani,2/12/22 13:58,3000,,,,,,,,,,,,,,,,,Malveillance,1,0.576271186,0.36989774354844146,0.7953169691235784
2024,19257,34,34188,Olmet-et-Villecun,4/19/24 13:42,1,1,0,0,0,0,,,,,Mesurées,4,Non,,,,,Malveillance,1,0.770833333,0.36533981761799234,0.46495316463519126
2023,22017,24,24159,Échourgnac,3/2/23 17:20,800,800,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.05,0.236005658,0.2009703967090926
2024,28249,2A,2A004,Ajaccio,8/1/24 15:05,24000,0,24000,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.671428571,0.321745304,0.30992375228871355
2024,21403,34,34134,Lavérune,7/31/24 19:46,806,0,806,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.375,0.34714068450573277,0.4794365443048461
2024,27232,2A,2A103,Cuttoli-Corticchiato,5/27/24 14:08,50,0,50,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.085106383,0.3041629130594052,0.20219131130633697
2024,20145,13,13038,Fontvieille,6/16/24 16:55,20,20,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.063829787,0.2906705026826085,0.17133966332215447
2023,9664,2B,2B046,Cagnano,1/1/23 10:05,100,0,100,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.28,0.3908474017908834,0.7452485695128295
2024,22346,11,11251,Val-de-Dagne,8/10/24 17:22,150,0,150,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.465116279,0.31238852940741446,0.30992375228871355
2023,14848,27,27229,Évreux,6/14/23 20:10,15000,15000,,0,0,0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Accidentelle,0,0.338028169,0.317680639,0.2167109858297782
2024,22570,2B,2B007,Albertacce,9/1/24 16:00,1600,0,1600,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.454545455,0.35460980514212925,0.5817777664250312
2024,22866,13,13015,Bouc-Bel-Air,8/3/24 15:10,60,60,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.711538462,0.3286494935698323,0.2524175293373827
2023,7041,4,4217,Thoard,8/8/23 17:34,20,20,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.111111111,0.2886358357517024,0.13451150091818373
2023,3727,11,11145,Fleury,2/25/23 16:24,6200,200,6000,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.45,0.3082474688881475,0.2775099672259729
2023,17719,12,12242,Saint-Rémy,9/1/23 22:24,100,100,,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.151898734,0.29417920257378505,0.1875122344349059
2023,20298,23,23214,Saint-Martial-le-Mont,2/21/23 13:52,2000,2000,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.274509804,0.23378453675313854,0.2009703967090926
2022,258,15,15196,Saint-Mamet-la-Salvetat,4/12/22 15:43,120,0,,120,,,120,0,0,0,Mesurées,,,,,,,Involontaire (particulier),0,0.050847458,0.29211609032921926,0.23139960679859778
2022,11266,64,64123,Bidache,8/19/22 19:39,50,5,,45,,,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.384615385,0.296002082,0.17753705375686643
2022,7142,61,61276,Merri,8/24/22 12:06,3000,0,,3000,,,3000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.97979798,0.5466165788303481,0.9349427363494681
2022,21374,7,7315,La Souche,1/16/22 16:34,50000,,50000,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.297520661,0.32660764136550635,0.27884340412605285
2023,22120,24,24205,Grignols,9/5/23 15:57,100000,100000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.232876712,0.3063912509092922,0.2167109858297782
2022,20668,66,66153,Prunet-et-Belpuig,11/22/22 17:13,50,50,,,,,,,,,,3,,,,,,Involontaire (particulier),0,0.135802469,0.3357538619151498,0.3082197520628117
2024,19042,48,48144,Sainte-Croix-Vallée-Française,2/8/24 16:50,20200,19800,400,0,0,0,,,,,Mesurées,5,,,,,Données partielles ou non valides,Involontaire (particulier),0,0.124137931,0.3364850926690495,0.1234911234633029
2024,22979,66,66060,Corsavy,9/13/24 23:29,100,100,0,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.155555556,0.30595649718813434,0.3611277995889894
2023,4783,13,13105,Sénas,5/9/23 19:20,10,10,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.25,0.302755074,0.16355405545399945
2023,21615,83,83001,Les Adrets-de-l'Estérel,6/10/23 14:05,20,20,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Naturelle,0,0.09375,0.2316300295826084,0.14478935016814082
2022,18847,13,13026,Châteauneuf-les-Martigues,7/1/22 13:12,50,50,,,,,,,,,,1,,,,,,Malveillance,1,0.390243902,0.31134744254949753,0.19659109918512382
2022,15734,6,6137,Spéracèdes,6/11/22 10:49,47200,17200,30000,,,,,,,,,5,,,,,,Involontaire (travaux),0,0.277777778,0.32375795190774775,0.27884340412605285
2024,22396,34,34066,Cazevieille,9/1/24 20:33,138,0,138,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.688888889,0.3473179851797237,0.5201111003565617
2022,17359,2B,2B079,Castello-di-Rostino,7/14/22 18:29,15000,10000,5000,,,,,,,,,2,,,,,,Malveillance,1,0.621621622,0.4251457155690605,0.8219369220065635
2023,21447,83,83051,Entrecasteaux,3/11/23 10:47,1350,1350,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.057971014,0.23904529590112522,0.2025415492891806
2022,1228,49,49301,Sèvremoine,7/8/22 15:39,300,0,,300,,,300,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.132352941,0.29000984037772115,0.19589930753968451
2024,22762,13,13002,Allauch,7/25/24 21:00,2,2,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.242424242,0.30419875275925506,0.21721786280730168
2022,15260,13,13047,Istres,5/16/22 13:26,40000,40000,,,,,,,,,,1,,,,,,Accidentelle,0,0.228571429,0.3171021270074186,0.2455564482412517
2024,28543,30,30136,Junas,8/24/24 16:15,183,183,,,,,,,,,Mesurées,,Non,,,,,Malveillance,1,0.394736842,0.30580806679746514,0.27433799611627036
2024,22599,6,6007,Auribeau-sur-Siagne,9/2/24 16:18,50,0,50,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.06557377,0.30251450225435284,0.20219131130633697
2023,1226,6,6103,Roquebillière,3/31/23 15:09,1000,0,1000,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.25,0.31586692626369844,0.217407522
2024,25870,11,11004,Alaigne,11/30/24 15:23,4200,200,0,0,4000,0,,,,,Mesurées,2,Non,,,,,Involontaire (particulier),0,0.210084034,0.31017128082573886,0.30992375228871355
2022,7274,61,61456,Saint-Sulpice-sur-Risle,7/17/22 16:35,1000,0,,1000,,,1000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.981132075,0.5536686077764618,0.9349427363494681
2022,13951,2B,2B183,Ogliastro,2/25/22 10:56,200,,,,,,,,,,,,,,,,,Malveillance,1,0.595744681,0.36989774354844146,0.7953169691235784
2024,21269,13,13101,Saint-Savournin,7/21/24 15:28,5,5,0,0,0,0,,,,,Mesurées,1,Non,,,,,Naturelle,0,0.038461538,0.30261607,0.20061281615052934
2023,22110,24,24386,Saint-Cernin-de-l'Herm,8/16/23 15:30,1,1,,0,0,0,,,,,Mesurées,,Non,0,0,0,,Involontaire (particulier),0,0.25862069,0.23126043650661796,0.15388848878383166
2024,22819,13,13040,Fuveau,8/12/24 19:28,50,50,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.212765957,0.29646974769548357,0.21110940878523168
2022,7122,61,61413,Saint-Lambert-sur-Dive,9/19/22 15:46,100000,0,,100000,,,100000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.940740741,0.5746688980772077,0.9349427363494681
2024,20647,11,11258,Moussan,3/19/24 18:22,4000,4000,0,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.228571429,0.31176790614283595,0.28884692
2022,3428,60,60612,Senlis,5/15/22 10:25,10,0,,10,,,10,0,0,0,Estimées,,,,,,,Accidentelle,0,0.164705882,0.2900186335575595,0.14850484104689415
2023,13778,32,32290,Montréal,5/28/23 16:53,200,200,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.117647059,0.29875763957693313,0.2167109858297782
